Date,Monthly,Mthly Unc
1827-10-01,8.705,0.913
1827-11-01,6.184,1.258
1827-12-01,3.268,1.808
1828-01-01,0.94,2.007
1828-02-01,1.961,2.49
1828-03-01,5.564,1.461
1828-04-01,8.739,1.612
1828-05-01,11.368,1.443
1828-06-01,13.619,1.552
1828-07-01,14.33,1.029
1828-08-01,13.431,0.921
1828-09-01,9.986,0.925
1828-10-01,8.629,0.95
1828-11-01,5.778,0.991
1828-12-01,2.398,1.26
1829-01-01,1.767,1.737
1829-02-01,1.615,1.671
1829-03-01,4.837,1.234
1829-04-01,7.756,1.599
1829-05-01,11.204,2.286
1829-06-01,12.549,1.332
1829-07-01,14.046,0.887
1829-08-01,13.107,1.221
1829-09-01,10.562,1.186
1829-10-01,8.541,0.94
1829-11-01,5.053,1.999
1829-12-01,2.746,1.525
1830-01-01,3.142,1.778
1830-02-01,4.079,1.422
1830-03-01,4.526,1.743
1830-04-01,8.741,1.135
1830-05-01,10.139,1.146
1830-06-01,12.61,1.709
1830-07-01,14.54,0.951
1830-08-01,13.257,0.962
1830-09-01,10.413,1.155
1830-10-01,8.145,1.47
1830-11-01,7.527,1.517
1830-12-01,4.531,1.499
1831-01-01,2.412,1.874
1831-02-01,2.505,2.651
1831-03-01,4.557,2.321
1831-04-01,7.824,1.307
1831-05-01,10.965,2.572
1831-06-01,12.919,1.698
1831-07-01,13.385,1.014
1831-08-01,12.186,1.412
1831-09-01,10.083,1.689
1831-10-01,7.85,0.775
1831-11-01,4.62,2.849
1831-12-01,2.285,1.36
1832-01-01,2.05,1.494
1832-02-01,1.752,1.88
1832-03-01,4.768,1.172
1832-04-01,7.927,0.892
1832-05-01,10.51,1.364
1832-06-01,12.46,1.094
1832-07-01,13.493,2.443
1832-08-01,12.103,1.449
1832-09-01,10.341,1.731
1832-10-01,8.517,0.751
1832-11-01,4.268,1.453
1832-12-01,1.179,1.629
1833-01-01,2.212,1.891
1833-02-01,2.777,1.242
1833-03-01,4.227,1.305
1833-04-01,7.779,0.93
1833-05-01,10.641,0.798
1833-06-01,12.891,1.289
1833-07-01,13.429,0.566
1833-08-01,12.992,0.714
1833-09-01,11.086,0.899
1833-10-01,7.961,0.631
1833-11-01,6.846,1.002
1833-12-01,3.361,1.497
1834-01-01,0.411,1.783
1834-02-01,2.682,1.301
1834-03-01,5.726,1.05
1834-04-01,8.102,0.996
1834-05-01,11.285,0.689
1834-06-01,12.669,0.645
1834-07-01,13.737,0.505
1834-08-01,13.112,0.899
1834-09-01,11.337,1.264
1834-10-01,8.604,0.82
1834-11-01,6.706,0.956
1834-12-01,3.237,1.555
1835-01-01,3.114,1.726
1835-02-01,3.018,1.668
1835-03-01,4.375,1.301
1835-04-01,7.77,0.972
1835-05-01,10.216,0.922
1835-06-01,11.895,0.805
1835-07-01,12.642,0.951
1835-08-01,12.017,0.751
1835-09-01,9.938,0.631
1835-10-01,7.875,0.876
1835-11-01,4.254,1.183
1835-12-01,1.578,1.273
1836-01-01,2.048,1.56
1836-02-01,2.553,1.252
1836-03-01,5.277,1.09
1836-04-01,7.184,1.298
1836-05-01,10.03,0.756
1836-06-01,12.265,0.664
1836-07-01,13.137,0.624
1836-08-01,12.149,1.116
1836-09-01,10.696,0.615
1836-10-01,8.869,1.848
1836-11-01,4.165,1.575
1836-12-01,3.251,1.339
1837-01-01,2.376,1.739
1837-02-01,2.702,1.857
1837-03-01,3.812,1.498
1837-04-01,6.233,1.009
1837-05-01,9.581,0.799
1837-06-01,12.012,1.488
1837-07-01,13.082,1.004
1837-08-01,12.883,0.669
1837-09-01,10.754,0.869
1837-10-01,7.746,1.161
1837-11-01,4.571,2.139
1837-12-01,2.503,2.571
1838-01-01,-0.729,1.778
1838-02-01,1.654,1.439
1838-03-01,3.65,1.569
1838-04-01,7.407,1.563
1838-05-01,9.902,1.006
1838-06-01,12.641,0.541
1838-07-01,14.024,0.848
1838-08-01,13.268,1.055
1838-09-01,11.059,1.104
1838-10-01,8.713,0.98
1838-11-01,5.402,1.106
1838-12-01,2.793,1.513
1839-01-01,2.429,1.64
1839-02-01,3.625,1.547
1839-03-01,2.693,1.388
1839-04-01,7.94,1.017
1839-05-01,10.336,0.824
1839-06-01,12.643,0.673
1839-07-01,14.305,0.975
1839-08-01,13.989,0.943
1839-09-01,10.886,0.965
1839-10-01,8.207,1.169
1839-11-01,4.089,1.023
1839-12-01,1.348,1.739
1840-01-01,2.944,1.286
1840-02-01,2.231,1.338
1840-03-01,4.053,1.419
1840-04-01,7.826,0.745
1840-05-01,11.116,0.81
1840-06-01,13.105,0.583
1840-07-01,14.34,0.66
1840-08-01,12.876,0.755
1840-09-01,10.908,0.599
1840-10-01,7.522,0.705
1840-11-01,4.114,1.511
1840-12-01,2.044,1.11
1841-01-01,0.723,1.287
1841-02-01,2.568,1.385
1841-03-01,3.232,0.995
1841-04-01,6.705,1.338
1841-05-01,10.58,0.696
1841-06-01,12.737,0.904
1841-07-01,14.225,0.622
1841-08-01,13.392,0.721
1841-09-01,10.726,0.65
1841-10-01,8.638,0.669
1841-11-01,4.605,0.847
1841-12-01,2.599,1.184
1842-01-01,1.777,1.45
1842-02-01,2.692,1.475
1842-03-01,5.696,0.989
1842-04-01,8.169,0.935
1842-05-01,10.468,0.863
1842-06-01,12.393,0.741
1842-07-01,13.355,0.59
1842-08-01,13.024,0.771
1842-09-01,10.852,0.599
1842-10-01,8.334,0.686
1842-11-01,4.862,0.893
1842-12-01,3.825,0.964
1843-01-01,3.232,1.396
1843-02-01,4.02,1.442
1843-03-01,4.774,1.016
1843-04-01,7.773,0.904
1843-05-01,9.929,0.574
1843-06-01,12.241,0.536
1843-07-01,13.649,0.565
1843-08-01,13.054,0.528
1843-09-01,11.114,0.57
1843-10-01,8.684,0.569
1843-11-01,4.941,0.742
1843-12-01,3.959,1.523
1844-01-01,2.074,1.253
1844-02-01,2.159,1.103
1844-03-01,4.733,1.192
1844-04-01,7.344,0.868
1844-05-01,10.027,0.81
1844-06-01,12.603,0.639
1844-07-01,13.638,0.448
1844-08-01,12.834,0.812
1844-09-01,10.809,0.604
1844-10-01,8.719,0.818
1844-11-01,4.412,1.229
1844-12-01,1.97,1.069
1845-01-01,2.695,1.529
1845-02-01,1.592,1.486
1845-03-01,4.427,1.029
1845-04-01,8.057,0.719
1845-05-01,10.374,0.634
1845-06-01,12.657,0.755
1845-07-01,14.096,0.627
1845-08-01,13.408,0.679
1845-09-01,11.117,0.532
1845-10-01,7.766,1.084
1845-11-01,5.232,1.19
1845-12-01,1.793,1.304
1846-01-01,3.442,2.229
1846-02-01,3.551,1.576
1846-03-01,6.363,1.005
1846-04-01,7.446,1.392
1846-05-01,10.843,0.654
1846-06-01,13.313,0.898
1846-07-01,14.668,0.682
1846-08-01,13.933,0.646
1846-09-01,11.638,0.657
1846-10-01,8.226,0.869
1846-11-01,5.192,0.976
1846-12-01,3.71,1.362
1847-01-01,2.845,1.651
1847-02-01,3.686,1.576
1847-03-01,3.947,1.521
1847-04-01,7.919,1.042
1847-05-01,10.522,0.835
1847-06-01,12.718,0.715
1847-07-01,14.035,0.564
1847-08-01,13.18,0.558
1847-09-01,11.442,0.622
1847-10-01,8.617,0.651
1847-11-01,5.686,0.995
1847-12-01,1.833,1.035
1848-01-01,0.658,1.535
1848-02-01,3.943,1.273
1848-03-01,4.775,1.034
1848-04-01,8.013,0.852
1848-05-01,10.495,1.112
1848-06-01,13.033,0.965
1848-07-01,14.272,0.691
1848-08-01,13.143,0.693
1848-09-01,10.9,0.653
1848-10-01,8.723,0.787
1848-11-01,5.364,0.827
1848-12-01,2.176,0.914
1849-01-01,2.015,1.199
1849-02-01,2.695,1.129
1849-03-01,5.322,0.846
1849-04-01,6.981,1.113
1849-05-01,10.087,0.661
1849-06-01,12.818,0.911
1849-07-01,14.224,0.669
1849-08-01,13.38,0.646
1849-09-01,10.996,0.663
1849-10-01,8.882,0.589
1849-11-01,5.944,1.006
1849-12-01,1.993,1.121
1850-01-01,0.796,1.261
1850-02-01,3.193,1.401
1850-03-01,4.844,0.963
1850-04-01,7.168,0.706
1850-05-01,9.953,0.824
1850-06-01,12.983,0.65
1850-07-01,14.379,0.612
1850-08-01,13.887,0.66
1850-09-01,11.37,0.559
1850-10-01,8.038,0.706
1850-11-01,4.751,1.12
1850-12-01,2.585,0.914
1851-01-01,2.58,1.1
1851-02-01,2.599,1.06
1851-03-01,4.143,0.94
1851-04-01,7.236,1.058
1851-05-01,10.962,0.797
1851-06-01,13.162,0.751
1851-07-01,14.328,0.52
1851-08-01,13.533,0.615
1851-09-01,11.548,0.558
1851-10-01,9.076,0.966
1851-11-01,4.962,0.68
1851-12-01,3.19,0.766
1852-01-01,2.38,1.324
1852-02-01,2.466,1.22
1852-03-01,3.674,1.03
1852-04-01,7.373,0.862
1852-05-01,11.101,0.776
1852-06-01,12.961,0.587
1852-07-01,14.222,0.484
1852-08-01,13.021,0.584
1852-09-01,11.372,0.49
1852-10-01,8.928,0.551
1852-11-01,4.653,0.862
1852-12-01,3.863,0.773
1853-01-01,2.057,1.211
1853-02-01,2.204,1.521
1853-03-01,4.01,0.86
1853-04-01,7.571,1.011
1853-05-01,10.882,0.636
1853-06-01,13.257,0.623
1853-07-01,14.575,0.608
1853-08-01,13.87,0.559
1853-09-01,11.494,0.533
1853-10-01,8.589,0.598
1853-11-01,4.769,0.849
1853-12-01,3.031,0.837
1854-01-01,1.282,1.011
1854-02-01,1.931,0.961
1854-03-01,4.801,0.815
1854-04-01,7.601,0.622
1854-05-01,10.995,0.738
1854-06-01,12.655,0.656
1854-07-01,14.499,0.579
1854-08-01,13.715,0.545
1854-09-01,11.495,0.57
1854-10-01,9.866,0.791
1854-11-01,5.856,0.905
1854-12-01,3.504,1.133
1855-01-01,2.692,1.396
1855-02-01,3.024,1.267
1855-03-01,4.696,0.932
1855-04-01,8.615,0.909
1855-05-01,11.241,0.56
1855-06-01,12.96,0.481
1855-07-01,13.742,0.417
1855-08-01,13.426,0.421
1855-09-01,11.151,0.417
1855-10-01,8.546,0.595
1855-11-01,5.269,0.586
1855-12-01,2.144,0.77
1856-01-01,2.879,0.95
1856-02-01,2.318,1.086
1856-03-01,4.41,0.884
1856-04-01,7.844,0.6
1856-05-01,10.651,0.601
1856-06-01,13.506,0.637
1856-07-01,14.252,0.638
1856-08-01,12.986,0.543
1856-09-01,10.862,0.585
1856-10-01,8.118,0.586
1856-11-01,5.35,0.699
1856-12-01,3.436,0.913
1857-01-01,1.922,1.006
1857-02-01,2.364,0.841
1857-03-01,4.427,0.971
1857-04-01,6.805,0.587
1857-05-01,9.832,0.539
1857-06-01,12.564,0.941
1857-07-01,13.852,0.648
1857-08-01,13.214,0.419
1857-09-01,11.174,0.485
1857-10-01,8.3,0.486
1857-11-01,5.368,0.795
1857-12-01,3.671,0.729
1858-01-01,2.667,1.153
1858-02-01,2.287,0.796
1858-03-01,4.877,0.79
1858-04-01,8.293,0.747
1858-05-01,10.926,0.571
1858-06-01,13.277,0.435
1858-07-01,13.897,0.403
1858-08-01,13.314,0.547
1858-09-01,11.226,0.436
1858-10-01,8.881,0.683
1858-11-01,6.039,0.803
1858-12-01,2.598,0.652
1859-01-01,2.097,1.016
1859-02-01,2.756,0.856
1859-03-01,4.969,0.696
1859-04-01,8.667,0.474
1859-05-01,11.564,0.74
1859-06-01,13.422,0.434
1859-07-01,14.032,0.505
1859-08-01,13.354,0.445
1859-09-01,11.177,0.532
1859-10-01,9.035,0.657
1859-11-01,6.005,0.523
1859-12-01,3.416,0.888
1860-01-01,1.93,1.028
1860-02-01,2.592,0.926
1860-03-01,3.447,1.14
1860-04-01,7.878,0.488
1860-05-01,11.08,0.562
1860-06-01,13.358,0.516
1860-07-01,14.26,0.529
1860-08-01,13.884,0.495
1860-09-01,11.826,0.471
1860-10-01,8.753,0.536
1860-11-01,5.042,0.613
1860-12-01,1.683,1.181
1861-01-01,0.563,0.988
1861-02-01,2.313,0.954
1861-03-01,4.496,0.892
1861-04-01,7.556,0.759
1861-05-01,10.529,0.645
1861-06-01,13.047,0.475
1861-07-01,14.088,0.475
1861-08-01,13.822,0.476
1861-09-01,11.388,0.583
1861-10-01,8.382,0.504
1861-11-01,5.926,0.633
1861-12-01,3.006,0.707
1862-01-01,0.613,1.008
1862-02-01,1.689,0.897
1862-03-01,4.29,0.667
1862-04-01,7.182,0.805
1862-05-01,10.896,0.533
1862-06-01,12.919,0.504
1862-07-01,13.981,0.441
1862-08-01,13.064,0.398
1862-09-01,11.079,0.452
1862-10-01,8.284,0.539
1862-11-01,4.9,0.81
1862-12-01,1.694,0.844
1863-01-01,3.074,1.171
1863-02-01,3.084,1.732
1863-03-01,4.707,0.912
1863-04-01,8.105,0.727
1863-05-01,11.255,0.417
1863-06-01,13.11,0.565
1863-07-01,13.859,0.42
1863-08-01,13.24,0.594
1863-09-01,11.043,0.619
1863-10-01,8.123,0.479
1863-11-01,5.522,0.609
1863-12-01,2.747,1.123
1864-01-01,1.562,1.566
1864-02-01,2.673,1.135
1864-03-01,4.673,0.887
1864-04-01,7.525,0.675
1864-05-01,11.104,0.664
1864-06-01,13.44,0.441
1864-07-01,14.259,0.48
1864-08-01,13.436,0.569
1864-09-01,11.339,0.488
1864-10-01,8.721,0.581
1864-11-01,5.179,0.757
1864-12-01,2.247,0.849
1865-01-01,3.008,0.876
1865-02-01,2.263,0.768
1865-03-01,4.075,0.866
1865-04-01,7.41,0.814
1865-05-01,10.944,0.476
1865-06-01,13.156,0.403
1865-07-01,14.274,0.564
1865-08-01,13.679,0.413
1865-09-01,11.806,0.548
1865-10-01,9.176,0.459
1865-11-01,6.259,0.555
1865-12-01,2.809,0.885
1866-01-01,3.051,0.945
1866-02-01,2.3,0.965
1866-03-01,4.407,0.868
1866-04-01,7.844,0.701
1866-05-01,10.898,0.55
1866-06-01,12.869,0.404
1866-07-01,14.719,0.399
1866-08-01,13.543,0.486
1866-09-01,11.668,0.486
1866-10-01,8.628,0.638
1866-11-01,6.076,0.638
1866-12-01,4.151,0.665
1867-01-01,2.507,0.938
1867-02-01,2.635,0.925
1867-03-01,4.513,0.675
1867-04-01,8.177,0.683
1867-05-01,10.555,0.513
1867-06-01,13.408,0.503
1867-07-01,14.408,0.473
1867-08-01,13.731,0.501
1867-09-01,11.911,0.452
1867-10-01,9.304,0.632
1867-11-01,7.022,0.947
1867-12-01,3.758,1.043
1868-01-01,1.831,0.89
1868-02-01,1.873,0.816
1868-03-01,4.548,0.854
1868-04-01,8.096,0.714
1868-05-01,11.2,0.543
1868-06-01,13.317,0.382
1868-07-01,14.625,0.374
1868-08-01,13.824,0.426
1868-09-01,11.513,0.456
1868-10-01,9.362,0.707
1868-11-01,5.134,0.508
1868-12-01,3.257,1.071
1869-01-01,2.262,1.004
1869-02-01,3.515,1.036
1869-03-01,4.368,0.725
1869-04-01,7.958,0.606
1869-05-01,11.302,0.434
1869-06-01,13.559,0.757
1869-07-01,14.451,0.414
1869-08-01,13.996,0.867
1869-09-01,12.358,0.56
1869-10-01,8.989,0.743
1869-11-01,5.809,0.786
1869-12-01,2.794,0.952
1870-01-01,2.008,0.813
1870-02-01,2.052,0.956
1870-03-01,4.525,0.645
1870-04-01,7.848,0.593
1870-05-01,11.222,0.52
1870-06-01,13.745,0.539
1870-07-01,14.584,0.431
1870-08-01,13.514,0.416
1870-09-01,11.982,0.411
1870-10-01,8.801,0.466
1870-11-01,5.551,0.753
1870-12-01,2.195,0.655
1871-01-01,1.297,0.741
1871-02-01,1.712,0.989
1871-03-01,4.691,0.687
1871-04-01,8.345,0.493
1871-05-01,10.798,0.474
1871-06-01,13.115,0.44
1871-07-01,14.293,0.465
1871-08-01,13.882,0.481
1871-09-01,11.561,0.513
1871-10-01,9.03,0.503
1871-11-01,4.863,0.54
1871-12-01,2.834,0.63
1872-01-01,1.639,0.999
1872-02-01,2.367,0.712
1872-03-01,4.757,0.577
1872-04-01,7.747,0.492
1872-05-01,11.128,0.487
1872-06-01,13.069,0.49
1872-07-01,14.287,0.405
1872-08-01,13.823,0.464
1872-09-01,11.836,0.398
1872-10-01,9.053,0.486
1872-11-01,5.163,0.521
1872-12-01,2.406,0.753
1873-01-01,1.875,0.717
1873-02-01,3.132,0.726
1873-03-01,4.743,0.568
1873-04-01,7.377,0.508
1873-05-01,10.966,0.501
1873-06-01,13.385,0.446
1873-07-01,14.279,0.41
1873-08-01,13.761,0.382
1873-09-01,11.488,0.563
1873-10-01,9.117,0.404
1873-11-01,5.625,0.666
1873-12-01,3.535,0.591
1874-01-01,2.58,0.703
1874-02-01,3.091,0.6
1874-03-01,4.111,0.512
1874-04-01,8.11,0.5
1874-05-01,11.476,0.502
1874-06-01,13.306,0.41
1874-07-01,14.113,0.508
1874-08-01,13.788,0.545
1874-09-01,12.11,0.455
1874-10-01,9.136,0.417
1874-11-01,5.648,0.464
1874-12-01,3.292,0.619
1875-01-01,1.574,0.57
1875-02-01,2.455,0.618
1875-03-01,4.264,0.485
1875-04-01,7.535,0.429
1875-05-01,10.785,0.408
1875-06-01,13.205,0.32
1875-07-01,14.163,0.384
1875-08-01,13.373,0.48
1875-09-01,11.267,0.426
1875-10-01,8.634,0.395
1875-11-01,4.685,0.402
1875-12-01,2.742,0.466
1876-01-01,2.011,0.54
1876-02-01,2.758,0.666
1876-03-01,4.832,0.42
1876-04-01,8.226,0.45
1876-05-01,10.665,0.402
1876-06-01,13.141,0.363
1876-07-01,14.272,0.393
1876-08-01,13.451,0.453
1876-09-01,11.764,0.463
1876-10-01,8.97,0.354
1876-11-01,5.099,0.498
1876-12-01,2.129,0.471
1877-01-01,2.245,0.652
1877-02-01,2.919,0.595
1877-03-01,5.333,0.409
1877-04-01,7.972,0.417
1877-05-01,11.115,0.493
1877-06-01,13.28,0.364
1877-07-01,14.632,0.365
1877-08-01,14.13,0.449
1877-09-01,12.112,0.363
1877-10-01,9.277,0.357
1877-11-01,6.26,0.473
1877-12-01,2.822,0.572
1878-01-01,1.971,0.664
1878-02-01,3.852,0.682
1878-03-01,6.708,0.521
1878-04-01,8.925,0.53
1878-05-01,11.023,0.496
1878-06-01,13.793,0.452
1878-07-01,14.847,0.477
1878-08-01,14.137,0.416
1878-09-01,12.145,0.434
1878-10-01,9.252,0.366
1878-11-01,6.424,0.539
1878-12-01,3.388,0.449
1879-01-01,2.38,0.505
1879-02-01,2.761,0.586
1879-03-01,5.015,0.477
1879-04-01,7.743,0.435
1879-05-01,10.824,0.43
1879-06-01,13.203,0.459
1879-07-01,14.184,0.401
1879-08-01,13.269,0.429
1879-09-01,11.434,0.436
1879-10-01,9.303,0.383
1879-11-01,5.491,0.401
1879-12-01,2.53,0.448
1880-01-01,1.837,0.539
1880-02-01,1.95,0.548
1880-03-01,4.473,0.547
1880-04-01,7.453,0.42
1880-05-01,11.022,0.404
1880-06-01,13.115,0.375
1880-07-01,14.069,0.37
1880-08-01,13.677,0.449
1880-09-01,11.374,0.342
1880-10-01,8.681,0.45
1880-11-01,5.827,0.359
1880-12-01,3.194,0.399
1881-01-01,2.506,0.648
1881-02-01,2.655,0.552
1881-03-01,5.033,0.461
1881-04-01,8.345,0.363
1881-05-01,11.199,0.465
1881-06-01,12.685,0.407
1881-07-01,14.112,0.452
1881-08-01,13.75,0.515
1881-09-01,11.685,0.353
1881-10-01,8.842,0.31
1881-11-01,5.331,0.48
1881-12-01,3.288,0.683
1882-01-01,3.133,0.48
1882-02-01,3.309,0.431
1882-03-01,5.029,0.465
1882-04-01,7.67,0.379
1882-05-01,10.868,0.386
1882-06-01,12.788,0.375
1882-07-01,13.686,0.354
1882-08-01,13.646,0.383
1882-09-01,11.753,0.302
1882-10-01,8.475,0.307
1882-11-01,5.055,0.459
1882-12-01,2.233,0.368
1883-01-01,1.619,0.447
1883-02-01,2.0,0.424
1883-03-01,5.03,0.32
1883-04-01,7.687,0.357
1883-05-01,10.829,0.38
1883-06-01,13.362,0.294
1883-07-01,13.979,0.363
1883-08-01,13.225,0.453
1883-09-01,11.385,0.335
1883-10-01,9.01,0.31
1883-11-01,4.976,0.314
1883-12-01,3.358,0.35
1884-01-01,2.287,0.458
1884-02-01,2.692,0.419
1884-03-01,3.989,0.385
1884-04-01,7.206,0.335
1884-05-01,10.162,0.371
1884-06-01,12.574,0.341
1884-07-01,13.615,0.36
1884-08-01,13.343,0.398
1884-09-01,11.275,0.341
1884-10-01,8.535,0.399
1884-11-01,5.201,0.395
1884-12-01,3.13,0.469
1885-01-01,1.23,0.516
1885-02-01,2.372,0.478
1885-03-01,4.748,0.351
1885-04-01,7.458,0.4
1885-05-01,10.591,0.425
1885-06-01,12.723,0.393
1885-07-01,14.055,0.397
1885-08-01,13.322,0.389
1885-09-01,11.452,0.364
1885-10-01,8.806,0.463
1885-11-01,5.402,0.404
1885-12-01,3.767,0.478
1886-01-01,1.528,0.525
1886-02-01,1.879,0.435
1886-03-01,4.302,0.462
1886-04-01,7.937,0.345
1886-05-01,10.756,0.35
1886-06-01,12.831,0.304
1886-07-01,14.24,0.353
1886-08-01,13.299,0.414
1886-09-01,11.587,0.361
1886-10-01,8.591,0.401
1886-11-01,5.268,0.38
1886-12-01,3.532,0.383
1887-01-01,0.981,0.594
1887-02-01,2.202,0.519
1887-03-01,4.616,0.353
1887-04-01,7.821,0.324
1887-05-01,10.818,0.362
1887-06-01,12.84,0.349
1887-07-01,14.062,0.348
1887-08-01,13.053,0.405
1887-09-01,11.736,0.323
1887-10-01,8.708,0.299
1887-11-01,5.634,0.416
1887-12-01,2.942,0.425
1888-01-01,1.981,0.501
1888-02-01,2.225,0.43
1888-03-01,4.445,0.422
1888-04-01,7.86,0.399
1888-05-01,10.68,0.405
1888-06-01,12.858,0.338
1888-07-01,14.242,0.385
1888-08-01,13.544,0.415
1888-09-01,11.743,0.296
1888-10-01,9.183,0.322
1888-11-01,5.851,0.331
1888-12-01,3.399,0.38
1889-01-01,1.918,0.373
1889-02-01,3.624,0.413
1889-03-01,5.386,0.315
1889-04-01,8.601,0.35
1889-05-01,11.196,0.398
1889-06-01,13.337,0.301
1889-07-01,14.242,0.329
1889-08-01,13.448,0.383
1889-09-01,11.566,0.292
1889-10-01,8.775,0.259
1889-11-01,5.059,0.378
1889-12-01,3.171,0.383
1890-01-01,1.917,0.482
1890-02-01,2.545,0.392
1890-03-01,4.274,0.322
1890-04-01,7.807,0.393
1890-05-01,10.431,0.387
1890-06-01,12.831,0.29
1890-07-01,13.988,0.373
1890-08-01,13.25,0.364
1890-09-01,11.561,0.322
1890-10-01,9.187,0.272
1890-11-01,5.005,0.32
1890-12-01,3.014,0.402
1891-01-01,1.747,0.371
1891-02-01,1.945,0.357
1891-03-01,4.844,0.32
1891-04-01,7.666,0.297
1891-05-01,10.82,0.343
1891-06-01,12.869,0.337
1891-07-01,13.948,0.346
1891-08-01,13.475,0.382
1891-09-01,11.725,0.293
1891-10-01,8.704,0.26
1891-11-01,5.179,0.314
1891-12-01,3.728,0.343
1892-01-01,2.056,0.355
1892-02-01,2.834,0.342
1892-03-01,4.361,0.325
1892-04-01,7.609,0.317
1892-05-01,10.699,0.333
1892-06-01,13.268,0.347
1892-07-01,13.907,0.32
1892-08-01,13.413,0.358
1892-09-01,11.672,0.298
1892-10-01,9.237,0.272
1892-11-01,4.942,0.378
1892-12-01,2.978,0.425
1893-01-01,0.605,0.284
1893-02-01,1.735,0.305
1893-03-01,5.009,0.32
1893-04-01,8.014,0.314
1893-05-01,10.764,0.348
1893-06-01,13.098,0.305
1893-07-01,14.331,0.332
1893-08-01,13.472,0.356
1893-09-01,11.766,0.289
1893-10-01,9.125,0.217
1893-11-01,5.866,0.231
1893-12-01,3.158,0.321
1894-01-01,1.771,0.422
1894-02-01,2.895,0.312
1894-03-01,5.105,0.297
1894-04-01,7.689,0.326
1894-05-01,10.993,0.359
1894-06-01,12.882,0.346
1894-07-01,14.099,0.368
1894-08-01,13.553,0.348
1894-09-01,11.617,0.312
1894-10-01,9.151,0.278
1894-11-01,5.51,0.298
1894-12-01,3.231,0.359
1895-01-01,1.382,0.466
1895-02-01,2.139,0.314
1895-03-01,4.675,0.28
1895-04-01,8.218,0.286
1895-05-01,10.948,0.316
1895-06-01,13.101,0.281
1895-07-01,14.16,0.354
1895-08-01,13.56,0.377
1895-09-01,11.798,0.319
1895-10-01,9.119,0.248
1895-11-01,5.864,0.255
1895-12-01,3.512,0.327
1896-01-01,2.407,0.411
1896-02-01,2.813,0.335
1896-03-01,4.31,0.295
1896-04-01,7.365,0.359
1896-05-01,10.91,0.314
1896-06-01,13.353,0.299
1896-07-01,14.277,0.34
1896-08-01,13.667,0.345
1896-09-01,11.837,0.262
1896-10-01,9.474,0.274
1896-11-01,5.372,0.343
1896-12-01,3.361,0.301
1897-01-01,2.01,0.437
1897-02-01,2.522,0.292
1897-03-01,4.359,0.25
1897-04-01,8.302,0.327
1897-05-01,11.423,0.329
1897-06-01,13.297,0.273
1897-07-01,14.258,0.4
1897-08-01,13.662,0.354
1897-09-01,11.931,0.382
1897-10-01,9.275,0.342
1897-11-01,5.751,0.451
1897-12-01,3.309,0.328
1898-01-01,2.862,0.402
1898-02-01,2.447,0.3
1898-03-01,3.791,0.405
1898-04-01,7.877,0.415
1898-05-01,10.845,0.328
1898-06-01,13.398,0.287
1898-07-01,14.066,0.34
1898-08-01,13.549,0.38
1898-09-01,11.73,0.27
1898-10-01,8.795,0.248
1898-11-01,5.503,0.308
1898-12-01,3.515,0.335
1899-01-01,2.663,0.331
1899-02-01,2.469,0.341
1899-03-01,4.673,0.29
1899-04-01,8.365,0.328
1899-05-01,11.118,0.307
1899-06-01,12.998,0.265
1899-07-01,14.204,0.339
1899-08-01,13.755,0.349
1899-09-01,12.128,0.266
1899-10-01,9.368,0.237
1899-11-01,6.599,0.323
1899-12-01,3.089,0.304
1900-01-01,1.636,0.368
1900-02-01,3.207,0.403
1900-03-01,5.491,0.281
1900-04-01,8.241,0.327
1900-05-01,11.489,0.337
